t	frame	heroX	heroY	tint	alpha	enemies	gems	nearest	meters	meteors	boss
1106	67	515.5	310	ffffff	1	0	0			0	0
1123	68	515.5	310	ffffff	1	0	0			0	0
1140	69	515.5	310	ffffff	1	0	0			0	0
1156	70	515.5	310	ffffff	1	0	0			0	0
1173	71	515.5	310	ffffff	1	0	0			0	0
1190	72	515.5	310	ffffff	1	0	0			0	0
1206	73	515.5	310	ffffff	1	0	0			0	0
1223	74	515.5	310	ffffff	1	0	0			0	0
1239	75	515.5	310	ffffff	1	0	0			0	0
1256	76	515.5	310	ffffff	1	0	0			0	0
1273	77	515.5	310	ffffff	1	0	0			0	0
1290	78	515.5	310	ffffff	1	0	0			0	0
1306	79	515.5	310	ffffff	1	0	0			0	0
1323	80	515.5	310	ffffff	1	0	0			0	0
1340	81	515.5	310	ffffff	1	0	0			0	0
1356	82	515.5	310	ffffff	1	0	0			0	0
1373	83	515.5	310	ffffff	1	0	0			0	0
1390	84	515.5	310	ffffff	1	0	0			0	0
1406	85	515.5	310	ffffff	1	0	0			0	0
1423	86	515.5	310	ffffff	1	0	0			0	0
1440	87	515.5	310	ffffff	1	0	0			0	0
1456	88	515.5	310	ffffff	1	0	0			0	0
1473	89	515.5	310	ffffff	1	0	0			0	0
1490	90	515.5	310	ffffff	1	0	0			0	0
1506	91	515.5	310	ffffff	1	0	0			0	0
1523	92	515.5	310	ffffff	1	0	0			0	0
1539	93	515.5	310	ffffff	1	0	0			0	0
1556	94	515.5	310	ffffff	1	0	0			0	0
1573	95	515.5	310	ffffff	1	0	0			0	0
1590	96	515.5	310	ffffff	1	0	0			0	0
1606	97	515.5	310	ffffff	1	0	0			0	0
1623	98	515.5	310	ffffff	1	0	0			0	0
1640	99	515.5	310	ffffff	1	0	0			0	0
1656	100	515.5	310	ffffff	1	0	0			0	0
1673	101	515.5	310	ffffff	1	0	0			0	0
1690	102	515.5	310	ffffff	1	0	0			0	0
1706	103	515.5	310	ffffff	1	0	0			0	0
1723	104	515.5	310	ffffff	1	0	0			0	0
1740	105	515.5	310	ffffff	1	0	0			0	0
1756	106	515.5	310	ffffff	1	0	0			0	0
1773	107	515.5	310	ffffff	1	0	0			0	0
1789	108	515.5	310	ffffff	1	0	0			0	0
1806	109	515.5	310	ffffff	1	0	0			0	0
1823	110	515.5	310	ffffff	1	0	0			0	0
1839	111	515.5	310	ffffff	1	0	0			0	0
1856	112	515.5	310	ffffff	1	0	0			0	0
1873	113	515.5	310	ffffff	1	0	0			0	0
1890	114	515.5	310	ffffff	1	0	0			0	0
1906	115	515.5	310	ffffff	1	0	0			0	0
1923	116	515.5	310	ffffff	1	0	0			0	0
1940	117	515.5	310	ffffff	1	0	0			0	0
1956	118	515.5	310	ffffff	1	0	0			0	0
1973	119	515.5	310	ffffff	1	0	0			0	0
1990	120	515.5	310	ffffff	1	0	0			0	0
2006	121	515.5	310	ffffff	1	0	0			0	0
2023	122	515.5	310	ffffff	1	0	0			0	0
2040	123	515.5	310	ffffff	1	0	0			0	0
2057	124	515.5	310	ffffff	1	0	0			0	0
2074	125	515.5	310	ffffff	1	0	0			0	0
2092	126	515.5	310	ffffff	1	0	0			0	0
2106	127	515.5	310	ffffff	1	0	0			0	0
2124	128	515.5	310	ffffff	1	0	0			0	0
2140	129	515.5	310	ffffff	1	0	0			0	0
2157	130	515.5	310	ffffff	1	0	0			0	0
2173	131	515.5	310	ffffff	1	0	0			0	0
2190	132	515.5	310	ffffff	1	0	0			0	0
2207	133	515.5	310	ffffff	1	0	0			0	0
2224	134	515.5	310	ffffff	1	0	0			0	0
2240	135	515.5	310	ffffff	1	0	0			0	0
2257	136	515.5	310	ffffff	1	0	0			0	0
2274	137	515.5	310	ffffff	1	0	0			0	0
2290	138	515.5	310	ffffff	1	0	0			0	0
2307	139	515.5	310	ffffff	1	0	0			0	0
2324	140	515.5	310	ffffff	1	0	0			0	0
2340	141	515.5	310	ffffff	1	0	0			0	0
2357	142	515.5	310	ffffff	1	0	0			0	0
2373	143	515.5	310	ffffff	1	0	0			0	0
2391	144	515.5	310	ffffff	1	0	0			0	0
2407	145	515.5	310	ffffff	1	0	0			0	0
2424	146	515.5	310	ffffff	1	0	0			0	0
2441	147	515.5	310	ffffff	1	0	0			0	0
2457	148	515.5	310	ffffff	1	0	0			0	0
2474	149	515.5	310	ffffff	1	0	0			0	0
2491	150	515.5	310	ffffff	1	0	0			0	0
2508	151	515.5	310	ffffff	1	0	0			0	0
2531	152	515.5	310	ffffff	1	0	0			0	0
2546	153	515.5	310	ffffff	1	0	0			0	0
2558	154	515.5	310	ffffff	1	0	0			0	0
2573	155	515.5	310	ffffff	1	0	0			0	0
2591	156	515.5	310	ffffff	1	0	0			0	0
2607	157	515.5	310	ffffff	1	0	0			0	0
2624	158	515.5	310	ffffff	1	0	0			0	0
2640	159	515.5	310	ffffff	1	0	0			0	0
2658	160	515.5	310	ffffff	1	0	0			0	0
2677	161	515.5	310	ffffff	1	0	0			0	0
2692	162	515.5	310	ffffff	1	0	0			0	0
2708	163	515.5	310	ffffff	1	0	0			0	0
2724	164	515.5	310	ffffff	1	0	0			0	0
2740	165	515.5	310	ffffff	1	0	0			0	0
2760	166	515.5	310	ffffff	1	5	0	447		0	0
2775	167	515.5	310	ffffff	1	5	0	447		0	0
2791	168	515.5	310	ffffff	1	5	0	445		0	0
2808	169	515.5	310	ffffff	1	5	0	445		0	0
2824	170	515.5	310	ffffff	1	5	0	444		0	0
2841	171	515.5	310	ffffff	1	5	0	444		0	0
2858	172	515.5	310	ffffff	1	5	0	443		0	0
2874	173	515.5	310	ffffff	1	5	0	442		0	0
2951	174	515.5	310	ffffff	1	5	0	442		0	0
3032	175	515.5	310	ffffff	1	5	0	439		0	0
3048	176	515.5	310	ffffff	1	5	0	435		0	0
3051	177	515.5	310	ffffff	1	5	0	435		0	0
3057	178	515.5	310	ffffff	1	5	0	434		0	0
3074	179	515.5	310	ffffff	1	5	0	433		0	0
3091	180	515.5	310	ffffff	1	5	0	433		0	0
3107	181	515.5	310	ffffff	1	5	0	432		0	0
3124	182	515.5	310	ffffff	1	6	0	432		0	0
3141	183	515.5	310	ffffff	1	6	0	430		0	0
3157	184	515.5	310	ffffff	1	6	0	430		0	0
3174	185	515.5	310	ffffff	1	6	0	429		0	0
3191	186	515.5	310	ffffff	1	6	0	428		0	0
3207	187	515.5	310	ffffff	1	6	0	428		0	0
3224	188	515.5	310	ffffff	1	6	0	427		0	0
3240	189	515.5	310	ffffff	1	6	0	427		0	0
3257	190	515.5	310	ffffff	1	6	0	425		0	0
3274	191	515.5	310	ffffff	1	6	0	424		0	0
3292	192	515.5	310	ffffff	1	6	0	424		0	0
3307	193	515.5	310	ffffff	1	6	0	423		0	0
3324	194	515.5	310	ffffff	1	6	0	423		0	0
3341	195	518.1	310	ffffff	1	6	0	424		0	0
3357	196	520.3	310	ffffff	1	6	0	425		0	0
3374	197	522.5	310	ffffff	1	6	0	425		0	0
3391	198	524.3	310	ffffff	1	6	0	426		0	0
3407	199	526	310	ffffff	1	6	0	427		0	0
3424	200	527.4	310	ffffff	1	6	0	428		0	0
3441	201	528.8	310	ffffff	1	6	0	430		0	0
3457	202	530	310	ffffff	1	6	0	430		0	0
3474	203	531.1	310	ffffff	1	6	0	432		0	0
3491	204	532.1	310	ffffff	1	6	0	433		0	0
3507	205	533	310	ffffff	1	6	0	434		0	0
3524	206	533.8	310	ffffff	1	6	0	435		0	0
3541	207	534.5	310	ffffff	1	6	0	436		0	0
3557	208	535.2	310	ffffff	1	6	0	437		0	0
3574	209	535.8	310	ffffff	1	6	0	438		0	0
3594	210	536.3	310	ffffff	1	6	0	440		0	0
3608	211	536.8	310	ffffff	1	6	0	440		0	0
3624	212	537.2	310	ffffff	1	7	0	381		0	0
3641	213	537.6	310	ffffff	1	7	0	381		0	0
3658	214	537.9	310	ffffff	1	7	0	382		0	0
3674	215	538.2	310	ffffff	1	7	0	382		0	0
3690	216	538.5	310	ffffff	1	7	0	382		0	0
3707	217	538.7	310	ffffff	1	7	0	382		0	0
3724	218	539	310	ffffff	1	7	0	383		0	0
3742	219	539.2	310	ffffff	1	7	0	383		0	0
3759	220	539.4	310	ffffff	1	7	0	384		0	0
3774	221	539.5	310	ffffff	1	7	0	384		0	0
3790	222	539.7	310	ffffff	1	7	0	385		0	0
3807	223	539.8	310	ffffff	1	7	0	385		0	0
3824	224	539.9	310	ffffff	1	7	0	386		0	0
3841	225	540	310	ffffff	1	7	0	387		0	0
3857	226	540.1	310	ffffff	1	7	0	387		0	0
3874	227	540.2	310	ffffff	1	7	0	388		0	0
3892	228	540.3	310	ffffff	1	7	0	388		0	0
3908	229	540.4	310	ffffff	1	7	0	388		0	0
3924	230	540.4	310	ffffff	1	7	0	389		0	0
3940	231	540.5	310	ffffff	1	7	0	390		0	0
3957	232	540.5	310	ffffff	1	7	0	391		0	0
3974	233	540.6	310	ffffff	1	7	0	391		0	0
3990	234	540.6	310	ffffff	1	7	0	392		0	0
4007	235	540.7	310	ffffff	1	7	0	393		0	0
4025	236	540.7	310	ffffff	1	7	0	393		0	0
4042	237	540.7	310	ffffff	1	7	0	394		0	0
4057	238	540.8	310	ffffff	1	7	0	394		0	0
4074	239	540.8	310	ffffff	1	7	0	392		0	0
4091	240	540.8	310	ffffff	1	8	0	387		0	0
4107	241	540.8	310	ffffff	1	8	0	385		0	0
4124	242	540.1	311.8	ffffff	1	8	0	381		0	0
4140	243	539.4	313.4	ffffff	1	8	0	378		0	0
4157	244	538.8	314.9	ffffff	1	8	0	375		0	0
4174	245	538.3	316.2	ffffff	1	8	0	372		0	0
4192	246	537.8	317.4	ffffff	1	8	0	369		0	0
4207	247	537.4	318.5	ffffff	1	8	0	366		0	0
4224	248	537	319.4	ffffff	1	8	0	363		0	0
4240	249	536.7	320.3	ffffff	1	8	0	360		0	0
4257	250	536.4	321.1	ffffff	1	8	0	357		0	0
4274	251	536.1	321.8	ffffff	1	8	0	353		0	0
4291	252	535.8	322.4	ffffff	1	8	0	350		0	0
4308	253	535.6	323	ffffff	1	8	0	347		0	0
4326	254	535.4	323.5	ffffff	1	8	0	345		0	0
4342	255	535.2	323.9	ffffff	1	8	0	344		0	0
4358	256	535	324.3	ffffff	1	8	0	343		0	0
4375	257	534.9	324.7	ffffff	1	8	0	341		0	0
4392	258	534.7	325	ffffff	1	8	0	340		0	0
4412	259	534.6	325.3	ffffff	1	8	0	339		0	0
4425	260	534.5	325.6	ffffff	1	8	0	336		0	0
4440	261	534.4	325.8	ffffff	1	8	0	335		0	0
4457	262	534.3	326.1	ffffff	1	8	0	333		0	0
4474	263	534.2	326.3	ffffff	1	8	0	331		0	0
4491	264	534.2	326.4	ffffff	1	8	0	328		0	0
4508	265	534.1	326.6	ffffff	1	8	0	325		0	0
4524	266	534.1	326.7	ffffff	1	8	0	323		0	0
4541	267	534	326.9	ffffff	1	8	0	319		0	0
4559	268	534	327	ffffff	1	9	0	316		0	0
4574	269	533.9	327.1	ffffff	1	9	0	314		0	0
4590	270	533.9	327.2	ffffff	1	9	0	311		0	0
4609	271	533.8	327.3	ffffff	1	8	1	307		0	0
4626	272	533.8	327.3	ffffff	1	8	1	305		0	0
4641	273	533.8	327.4	ffffff	1	8	1	302		0	0
4665	274	533.8	327.5	ffffff	1	8	1	299	88	0	0
4679	275	533.7	327.5	ffffff	1	8	1	296	88	0	0
4691	276	533.7	327.6	ffffff	1	8	1	293	88	0	0
4708	277	534.5	325.8	ffffff	1	8	1	289	88	0	0
4724	278	535.1	324.2	ffffff	1	8	1	286	88	0	0
4744	279	535.7	322.8	ffffff	1	8	1	283	88	0	0
4759	280	536.2	321.5	ffffff	1	8	1	280	88	0	0
4775	281	536.7	320.4	ffffff	1	8	1	276	88	0	0
4791	282	537.1	319.4	ffffff	1	8	1	273	89	0	0
4808	283	537.5	318.4	ffffff	1	8	1	269	89	0	0
4824	284	537.9	317.6	ffffff	1	8	1	265	89	0	0
4840	285	538.2	316.8	ffffff	1	8	1	262	89	0	0
4857	286	538.5	316.1	ffffff	1	8	1	259	89	0	0
4874	287	536.2	315.5	ffffff	1	8	1	260	89	0	0
4891	288	536.7	315	ffffff	1	8	1	258	89	0	0
4908	289	537.1	314.5	ffffff	1	8	1	257	89	0	0
4924	290	537.5	314	ffffff	1	8	1	255	89	0	0
4940	291	537.8	313.6	ffffff	1	8	1	253	89	0	0
4957	292	538.1	313.3	ffffff	1	8	1	251	89	0	0
4974	293	538.4	312.9	ffffff	1	8	1	249	89	0	0
4990	294	538.7	312.6	ffffff	1	8	1	247	89	0	0
5007	295	536.4	312.4	ffffff	1	8	1	247	89	0	0
5026	296	534.3	312.1	ffffff	1	9	1	247	89	0	0
5041	297	532.4	311.9	ffffff	1	9	1	248	89	0	0
5057	298	530.7	311.7	ffffff	1	9	1	248	89	0	0
5074	299	529.2	311.6	ffffff	1	9	1	248	89	0	0
5090	300	527.8	311.4	ffffff	1	9	1	247	89	0	0
5108	301	526.6	311.3	ffffff	1	9	1	248	90	0	0
5125	302	525.5	311.1	ffffff	1	9	1	248	90	0	0
5141	303	524.5	311	ffffff	1	9	1	248	90	0	0
5158	304	523.6	310.9	ffffff	1	8	2	257	90	0	0
5174	305	522.8	310.8	ffffff	1	8	2	257	90	0	0
5191	306	522	310.7	ffffff	1	8	2	256	90	0	0
5207	307	521.4	310.7	ffffff	1	8	2	256	90	0	0
5224	308	520.8	310.6	ffffff	1	8	2	255	90	0	0
5240	309	520.3	310.5	ffffff	1	8	2	254	90	0	0
5257	310	519.8	310.5	ffffff	1	8	2	253	90	0	0
5274	311	519.4	310.4	ffffff	1	8	2	252	90	0	0
5290	312	519	310.4	ffffff	1	8	2	252	90	0	0
5307	313	518.6	310.4	ffffff	1	8	2	251	90	0	0
5324	314	518.3	310.3	ffffff	1	8	2	250	90	0	0
5340	315	518	310.3	ffffff	1	8	2	250	90	0	0
5357	316	517.8	310.3	ffffff	1	8	2	249	90	0	0
5374	317	517.6	310.2	ffffff	1	8	2	249	90	0	0
5390	318	517.3	310.2	ffffff	1	8	2	248	90	0	0
5407	319	517.2	310.2	ffffff	1	8	2	247	90	0	0
5424	320	517	310.2	ffffff	1	8	2	246	90	0	0
5440	321	516.8	310.2	ffffff	1	8	2	245	90	0	0
5457	322	516.7	310.1	ffffff	1	8	2	244	90	0	0
5474	323	516.6	310.1	ffffff	1	8	2	245	90	0	0
5491	324	516.5	310.1	ffffff	1	9	2	246	90	0	0
5507	325	516.4	310.1	ffffff	1	9	2	248	90	0	0
5524	326	516.3	310.1	ffffff	1	9	2	248	90	0	0
5540	327	516.2	310.1	ffffff	1	9	2	249	90	0	0
5557	328	516.1	310.1	ffffff	1	9	2	250	90	0	0
5574	329	516.1	310.1	ffffff	1	9	2	250	90	0	0
5590	330	516	310.1	ffffff	1	9	2	251	90	0	0
5607	331	516	310.1	ffffff	1	9	2	251	90	0	0
5624	332	515.9	310	ffffff	1	9	2	251	90	0	0
5643	333	515.9	300.6	ffffff	1	9	2	252	90	6	0
5659	334	523.2	315	ffffff	1	9	2	252	90	6	0
5676	335	520	302.9	ffffff	1	9	2	252	89	6	0
5691	336	508.2	311.9	ffffff	1	9	2	252	90	6	0
5708	337	509.5	306.4	ffffff	1	9	2	251	90	6	0
5725	338	518.8	315.9	ffffff	1	9	2	252	90	6	0
5741	339	518.8	315.3	ffffff	1	9	2	251	90	6	0
5758	340	510.1	310.2	ffffff	1	9	2	251	90	6	0
5774	341	517.3	305.3	ffffff	1	9	2	251	90	6	0
5791	342	512.2	312.8	ffffff	1	9	2	251	90	6	0
5808	343	517.7	306.7	ffffff	1	9	2	250	90	6	0
5824	344	512.6	308.7	ffffff	1	9	2	251	90	6	0
5841	345	516	307.3	ffffff	1	9	2	250	90	6	0
5857	346	513.5	310.9	ffffff	1	8	3	431	90	6	0
5874	347	514	310.6	ffffff	1	8	3	429	90	6	0
5890	348	515.3	308.9	ffffff	1	8	3	429	90	6	0
5907	349	516.1	309.9	ffffff	1	8	3	428	90	6	0
5924	350	515.6	310	ffffff	1	8	3	428	90	6	0
5940	351	515.6	310	ffffff	1	8	3	427	90	6	0
5957	352	515.6	310	ffffff	1	9	3	383	90	6	0
5974	353	515.5	310	ffffff	1	9	3	383	90	6	0
5990	354	515.5	310	ffffff	1	9	3	382	90	6	0
6008	355	515.5	310	ffffff	1	9	3	381	90	6	0
6024	356	515.5	310	ffffff	1	9	3	381	90	6	0
6040	357	515.5	310	ffffff	1	9	3	381	90	6	0
6058	358	515.5	310	ffffff	1	9	3	379	90	6	0
6074	359	515.5	310	ffffff	1	9	3	379	90	6	0
6090	360	515.5	310	ffffff	1	9	3	378	90	6	0
6107	361	515.5	310	ffffff	1	9	3	378	90	6	0
6124	362	515.5	310	ffffff	1	9	3	377	90	6	0
6140	363	515.5	310	ffffff	1	9	3	377	90	6	0
6157	364	515.5	310	ffffff	1	9	3	376	90	6	0
6174	365	515.5	310	ffffff	1	9	3	376	90	6	0
6190	366	515.5	310	ffffff	1	9	3	375	90	6	0
6207	367	515.5	310	ffffff	1	9	3	374	90	6	0
6224	368	515.5	310	ffffff	1	9	3	373	90	6	0
6240	369	515.5	310	ffffff	1	9	3	372	90	6	0
6257	370	515.5	310	ffffff	1	9	3	372	90	6	0
6274	371	515.5	310	ffffff	1	9	3	371	90	6	0
6290	372	515.5	310	ffffff	1	9	3	371	90	6	0
6307	373	515.5	310	ffffff	1	9	3	370	90	6	0
6324	374	515.5	310	ffffff	1	9	3	370	90	6	0
6340	375	515.5	310	ffffff	1	9	3	368	90	6	0
6357	376	515.5	310	ffffff	1	9	3	368	90	6	0
6374	377	515.5	310	ffffff	1	9	3	367	90	6	0
6390	378	515.5	310	ffffff	1	9	3	367	90	6	0
6407	379	515.5	310	ffffff	1	9	3	366	90	6	0
6424	380	515.5	310	ffffff	1	9	4	366	90	6	0
6441	381	515.5	310	ffffff	1	9	4	365	90	6	0
6457	382	515.5	310	ffffff	1	9	4	365	90	6	0
6474	383	515.5	310	ffffff	1	8	5	364	90	6	0
6491	384	515.5	310	ffffff	1	8	5	363	90	6	0
6508	385	515.5	310	ffffff	1	8	5	362	90	6	0
6524	386	515.5	310	ffffff	1	8	5	361	90	6	0
6540	387	515.5	310	ffffff	1	8	5	361	90	6	0
6557	388	515.5	310	ffffff	1	8	5	360	90	6	0
6574	389	515.5	310	ffffff	1	8	5	360	90	6	0
6590	390	515.5	310	ffffff	1	8	5	359	90	6	0
6607	391	515.5	310	ffffff	1	8	5	359	90	6	0
6624	392	515.5	310	ffffff	1	8	5	358	90	6	0
6641	393	515.5	310	ffffff	1	8	5	358	90	6	0
6658	394	515.5	310	ffffff	1	8	5	357	90	6	0
6675	395	515.5	310	ffffff	1	8	5	356	90	6	0
6691	396	515.5	310	ffffff	1	8	5	355	90	6	0
6707	397	515.5	310	ffffff	1	8	5	355	90	6	0
6724	398	515.5	310	ffffff	1	8	5	354	90	6	0
6741	399	515.5	310	ffffff	1	8	5	354	90	6	0
6757	400	515.5	310	ffffff	1	8	5	353	90	6	0
6774	401	515.5	310	ffffff	1	8	5	352	90	6	0
6791	402	515.5	310	ffffff	1	8	5	352	90	6	0
6807	403	515.5	310	ffffff	1	8	5	351	90	6	0
6824	404	515.5	310	ffffff	1	8	5	350	90	6	0
6841	405	515.5	310	ffffff	1	8	5	349	90	6	0
6857	406	515.5	310	ffffff	1	8	5	349	90	6	0
6874	407	515.5	310	ffffff	1	8	5	348	90	6	0
6891	408	515.5	310	ffffff	1	9	5	348	90	6	0
6908	409	515.5	310	ffffff	1	9	5	347	90	6	0
6924	410	515.5	310	ffffff	1	9	5	347	90	6	0
6941	411	515.5	310	ffffff	1	7	7	346	90	6	0
6958	412	515.5	310	ffffff	1	7	7	345	90	6	0
6975	413	515.5	310	ffffff	1	7	7	344	90	4	0
6991	414	515.5	310	ffffff	1	7	7	344	90	2	0
7007	415	515.5	310	ffffff	1	7	7	343	90	2	0
7024	416	515.5	310	ffffff	1	7	7	343	90	2	0
7040	417	515.5	310	ffffff	1	7	7	342	90	2	0
7058	418	515.5	310	ffffff	1	7	7	341	90	2	0
7074	419	515.5	310	ffffff	1	7	7	341	90	2	0
7091	420	515.5	310	ffffff	1	7	7	340	90	2	0
7107	421	515.5	310	ffffff	1	7	7	339	90	2	0
7124	422	515.5	310	ffffff	1	7	7	339	90	2	0
7141	423	515.5	310	ffffff	1	7	7	338	90	2	0
7158	424	515.5	310	ffffff	1	7	7	337	90	2	0
7174	425	515.5	310	ffffff	1	7	7	337	90	2	0
7191	426	515.5	310	ffffff	1	7	7	336	90	2	0
7207	427	515.5	310	ffffff	1	7	7	336	90	2	0
7224	428	515.5	310	ffffff	1	7	7	335	90	2	0
7241	429	515.5	310	ffffff	1	7	7	334	90	2	0
7257	430	515.5	310	ffffff	1	7	7	334	90	2	0
7274	431	515.5	310	ffffff	1	7	7	334	90	2	0
7291	432	515.5	310	ffffff	1	7	7	332	90	2	0
7307	433	515.5	310	ffffff	1	7	7	332	90	2	0
7324	434	515.5	310	ffffff	1	7	7	331	90	2	0
7340	435	515.5	310	ffffff	1	7	7	330	90	2	0
7357	436	515.5	310	ffffff	1	8	7	330	90	2	0
7374	437	515.5	310	ffffff	1	8	7	329	90	2	0
7390	438	515.5	310	ffffff	1	8	7	329	90	2	0
7407	439	515.5	310	ffffff	1	8	7	328	90	2	0
7424	440	515.5	310	ffffff	1	8	7	327	90	2	0
7441	441	515.5	310	ffffff	1	8	7	326	90	2	0
7457	442	515.5	310	ffffff	1	8	7	326	90	2	0
7474	443	515.5	310	ffffff	1	8	7	325	90	2	0
7491	444	515.5	310	ffffff	1	8	7	325	90	2	0
7508	445	515.5	310	ffffff	1	8	7	324	90	2	0
7523	446	515.5	310	ffffff	1	8	7	324	90	2	0
7541	447	515.5	310	ffffff	1	8	7	323	90	2	0
7557	448	515.5	310	ffffff	1	8	7	323	90	2	0
7574	449	515.5	310	ffffff	1	8	7	321	90	2	0
7591	450	515.5	310	ffffff	1	8	7	321	90	1	0
7608	451	515.5	310	ffffff	1	8	7	321	90	1	0
7624	452	515.5	310	ffffff	1	8	7	319	90	1	0
7641	453	515.5	310	ffffff	1	8	7	319	90	1	0
7658	454	515.5	310	ffffff	1	8	7	318	90	1	0
7675	455	515.5	310	ffffff	1	8	7	318	90	1	0
7691	456	515.5	310	ffffff	1	8	7	317	90	1	0
7708	457	515.5	310	ffffff	1	8	7	316	90	1	0
7724	458	515.5	310	ffffff	1	8	7	316	90	1	0
7741	459	515.5	310	ffffff	1	8	7	316	90	1	0
7757	460	515.5	310	ffffff	1	8	7	314	90	1	0
7775	461	515.5	310	ffffff	1	8	7	314	90	1	0
7791	462	515.5	310	ffffff	1	8	7	313	90	1	0
7807	463	515.5	310	ffffff	1	8	7	313	90	1	0
7824	464	515.5	310	ffffff	1	9	7	312	90	0	0
7840	465	515.5	310	ffffff	1	9	7	312	90	0	0
7857	466	515.5	310	ffffff	1	9	7	311	90	0	0
7874	467	515.5	310	ffffff	1	9	7	310	90	0	0
7891	468	515.5	310	ffffff	1	9	7	310	90	0	0
7908	469	515.5	310	ffffff	1	9	7	308	90	0	0
7924	470	515.5	310	ffffff	1	9	7	308	90	0	0
7941	471	515.5	310	ffffff	1	8	8	308	90	0	0
7958	472	515.5	310	ffffff	1	8	8	307	90	0	0
7974	473	515.5	310	ffffff	1	8	8	306	90	0	0
7991	474	515.5	310	ffffff	1	8	8	306	90	0	0
8007	475	515.5	310	ffffff	1	8	8	305	90	0	0
8024	476	515.5	310	ffffff	1	8	8	305	90	0	0
8040	477	515.5	310	ffffff	1	8	8	303	90	0	0
8058	478	515.5	310	ffffff	1	8	8	303	90	0	0
8074	479	515.5	310	ffffff	1	8	8	303	90	0	0
8090	480	515.5	310	ffffff	1	8	8	302	90	0	0
8107	481	515.5	310	ffffff	1	8	8	301	90	0	0
8124	482	515.5	310	ffffff	1	8	8	301	90	0	0
8141	483	515.5	310	ffffff	1	8	8	300	90	0	0
8157	484	515.5	310	ffffff	1	8	8	299	90	0	0
8174	485	515.5	310	ffffff	1	8	8	299	90	0	0
8191	486	515.5	310	ffffff	1	8	8	298	90	0	0
8207	487	515.5	310	ffffff	1	8	8	298	90	0	0
8224	488	515.5	310	ffffff	1	8	8	297	90	0	0
8241	489	515.5	310	ffffff	1	8	8	296	90	0	0
