t	frame	heroX	heroY	tint	alpha	enemies	gems	nearest	meters	meteors	boss
873	53	515.5	310	ffffff	1	0	0			0	0
889	54	515.5	310	ffffff	1	0	0			0	0
906	55	515.5	310	ffffff	1	0	0			0	0
922	56	515.5	310	ffffff	1	0	0			0	0
939	57	515.5	310	ffffff	1	0	0			0	0
956	58	515.5	310	ffffff	1	0	0			0	0
973	59	515.5	310	ffffff	1	0	0			0	0
989	60	515.5	310	ffffff	1	0	0			0	0
1006	61	515.5	310	ffffff	1	0	0			0	0
1023	62	515.5	310	ffffff	1	0	0			0	0
1039	63	515.5	310	ffffff	1	0	0			0	0
1056	64	515.5	310	ffffff	1	0	0			0	0
1072	65	515.5	310	ffffff	1	0	0			0	0
1089	66	515.5	310	ffffff	1	0	0			0	0
1106	67	515.5	310	ffffff	1	0	0			0	0
1122	68	515.5	310	ffffff	1	0	0			0	0
1139	69	515.5	310	ffffff	1	0	0			0	0
1156	70	515.5	310	ffffff	1	0	0			0	0
1172	71	515.5	310	ffffff	1	0	0			0	0
1190	72	515.5	310	ffffff	1	0	0			0	0
1206	73	515.5	310	ffffff	1	0	0			0	0
1223	74	515.5	310	ffffff	1	0	0			0	0
1239	75	515.5	310	ffffff	1	0	0			0	0
1256	76	515.5	310	ffffff	1	0	0			0	0
1272	77	515.5	310	ffffff	1	0	0			0	0
1289	78	515.5	310	ffffff	1	0	0			0	0
1306	79	515.5	310	ffffff	1	0	0			0	0
1323	80	515.5	310	ffffff	1	0	0			0	0
1339	81	515.5	310	ffffff	1	0	0			0	0
1356	82	515.5	310	ffffff	1	0	0			0	0
1372	83	515.5	310	ffffff	1	0	0			0	0
1389	84	515.5	310	ffffff	1	0	0			0	0
1406	85	515.5	310	ffffff	1	0	0			0	0
1422	86	515.5	310	ffffff	1	0	0			0	0
1439	87	515.5	310	ffffff	1	0	0			0	0
1456	88	515.5	310	ffffff	1	0	0			0	0
1473	89	515.5	310	ffffff	1	0	0			0	0
1489	90	515.5	310	ffffff	1	0	0			0	0
1506	91	515.5	310	ffffff	1	0	0			0	0
1523	92	515.5	310	ffffff	1	0	0			0	0
1539	93	515.5	310	ffffff	1	0	0			0	0
1556	94	515.5	310	ffffff	1	0	0			0	0
1573	95	515.5	310	ffffff	1	0	0			0	0
1590	96	515.5	310	ffffff	1	0	0			0	0
1606	97	515.5	310	ffffff	1	0	0			0	0
1623	98	515.5	310	ffffff	1	0	0			0	0
1639	99	515.5	310	ffffff	1	0	0			0	0
1656	100	515.5	310	ffffff	1	0	0			0	0
1673	101	515.5	310	ffffff	1	0	0			0	0
1689	102	515.5	310	ffffff	1	0	0			0	0
1706	103	515.5	310	ffffff	1	0	0			0	0
1723	104	515.5	310	ffffff	1	0	0			0	0
1739	105	515.5	310	ffffff	1	0	0			0	0
1756	106	515.5	310	ffffff	1	0	0			0	0
1773	107	515.5	310	ffffff	1	0	0			0	0
1789	108	515.5	310	ffffff	1	0	0			0	0
1806	109	515.5	310	ffffff	1	0	0			0	0
1823	110	515.5	310	ffffff	1	0	0			0	0
1839	111	515.5	310	ffffff	1	0	0			0	0
1856	112	515.5	310	ffffff	1	0	0			0	0
1873	113	515.5	310	ffffff	1	0	0			0	0
1890	114	515.5	310	ffffff	1	0	0			0	0
1906	115	515.5	310	ffffff	1	0	0			0	0
1923	116	515.5	310	ffffff	1	0	0			0	0
1940	117	515.5	310	ffffff	1	0	0			0	0
1956	118	515.5	310	ffffff	1	0	0			0	0
1973	119	515.5	310	ffffff	1	0	0			0	0
1990	120	515.5	310	ffffff	1	0	0			0	0
2006	121	515.5	310	ffffff	1	0	0			0	0
2023	122	515.5	310	ffffff	1	0	0			0	0
2039	123	515.5	310	ffffff	1	0	0			0	0
2056	124	515.5	310	ffffff	1	0	0			0	0
2073	125	515.5	310	ffffff	1	0	0			0	0
2090	126	515.5	310	ffffff	1	0	0			0	0
2106	127	515.5	310	ffffff	1	0	0			0	0
2123	128	515.5	310	ffffff	1	0	0			0	0
2139	129	515.5	310	ffffff	1	0	0			0	0
2156	130	515.5	310	ffffff	1	0	0			0	0
2173	131	515.5	310	ffffff	1	0	0			0	0
2189	132	515.5	310	ffffff	1	0	0			0	0
2206	133	515.5	310	ffffff	1	0	0			0	0
2222	134	515.5	310	ffffff	1	0	0			0	0
2239	135	515.5	310	ffffff	1	0	0			0	0
2256	136	515.5	310	ffffff	1	0	0			0	0
2273	137	515.5	310	ffffff	1	0	0			0	0
2290	138	515.5	310	ffffff	1	0	0			0	0
2306	139	515.5	310	ffffff	1	0	0			0	0
2323	140	515.5	310	ffffff	1	0	0			0	0
2340	141	515.5	310	ffffff	1	0	0			0	0
2356	142	515.5	310	ffffff	1	0	0			0	0
2373	143	515.5	310	ffffff	1	0	0			0	0
2389	144	515.5	310	ffffff	1	0	0			0	0
2406	145	515.5	310	ffffff	1	0	0			0	0
2422	146	515.5	310	ffffff	1	0	0			0	0
2439	147	515.5	310	ffffff	1	0	0			0	0
2456	148	515.5	310	ffffff	1	0	0			0	0
2473	149	515.5	310	ffffff	1	0	0			0	0
2489	150	515.5	310	ffffff	1	0	0			0	0
2506	151	515.5	310	ffffff	1	0	0			0	0
2525	152	515.5	310	ffffff	1	0	0			0	0
2539	153	515.5	310	ffffff	1	0	0			0	0
2556	154	515.5	310	ffffff	1	0	0			0	0
2572	155	515.5	310	ffffff	1	0	0			0	0
2589	156	515.5	310	ffffff	1	0	0			0	0
2606	157	515.5	310	ffffff	1	0	0			0	0
2623	158	515.5	310	ffffff	1	0	0			0	0
2641	159	515.5	310	ffffff	1	0	0			0	0
2656	160	515.5	310	ffffff	1	0	0			0	0
2673	161	515.5	310	ffffff	1	0	0			0	0
2690	162	515.5	310	ffffff	1	0	0			0	0
2706	163	515.5	310	ffffff	1	0	0			0	0
2726	164	515.5	310	ffffff	1	5	0	397		0	0
2740	165	515.5	310	ffffff	1	5	0	397		0	0
2756	166	515.5	310	ffffff	1	5	0	396		0	0
2773	167	515.5	310	ffffff	1	5	0	396		0	0
2790	168	515.5	310	ffffff	1	5	0	395		0	0
2806	169	515.5	310	ffffff	1	5	0	394		0	0
2823	170	515.5	310	ffffff	1	5	0	394		0	0
2862	171	515.5	310	ffffff	1	5	0	394		0	0
2903	172	515.5	310	ffffff	1	5	0	392		0	0
2905	173	515.5	310	ffffff	1	5	0	391		0	0
2906	174	515.5	310	ffffff	1	5	0	391		0	0
2923	175	515.5	310	ffffff	1	5	0	390		0	0
2940	176	515.5	310	ffffff	1	5	0	389		0	0
2956	177	515.5	310	ffffff	1	5	0	389		0	0
2973	178	515.5	310	ffffff	1	5	0	389		0	0
2990	179	515.5	310	ffffff	1	5	0	387		0	0
3006	180	515.5	310	ffffff	1	5	0	386		0	0
3023	181	515.5	310	ffffff	1	5	0	386		0	0
3040	182	515.5	310	ffffff	1	5	0	385		0	0
3056	183	515.5	310	ffffff	1	5	0	385		0	0
3073	184	515.5	310	ffffff	1	5	0	384		0	0
3090	185	515.5	310	ffffff	1	6	0	371		0	0
3106	186	515.5	310	ffffff	1	6	0	371		0	0
3123	187	515.5	310	ffffff	1	6	0	370		0	0
3140	188	515.5	310	ffffff	1	6	0	369		0	0
3156	189	515.5	310	ffffff	1	6	0	369		0	0
3173	190	515.5	310	ffffff	1	6	0	368		0	0
3190	191	515.5	310	ffffff	1	6	0	367		0	0
3206	192	515.5	310	ffffff	1	6	0	366		0	0
3223	193	515.5	310	ffffff	1	6	0	366		0	0
3240	194	515.5	310	ffffff	1	6	0	365		0	0
3256	195	515.5	310	ffffff	1	6	0	364		0	0
3273	196	515.5	310	ffffff	1	6	0	364		0	0
3290	197	515.5	310	ffffff	1	6	0	363		0	0
3306	198	518.1	310	ffffff	1	6	0	362		0	0
3323	199	520.4	310	ffffff	1	6	0	363		0	0
3339	200	522.4	310	ffffff	1	6	0	363		0	0
3356	201	524.3	310	ffffff	1	6	0	363		0	0
3373	202	525.9	310	ffffff	1	6	0	363		0	0
3389	203	527.4	310	ffffff	1	6	0	361		0	0
3406	204	528.8	310	ffffff	1	6	0	360		0	0
3423	205	530	310	ffffff	1	6	0	357		0	0
3440	206	531.1	310	ffffff	1	6	0	355		0	0
3456	207	532.1	310	ffffff	1	6	0	353		0	0
3473	208	533	310	ffffff	1	6	0	350		0	0
3489	209	533.8	310	ffffff	1	6	0	348		0	0
3506	210	534.5	310	ffffff	1	6	0	346		0	0
3523	211	535.2	310	ffffff	1	6	0	344		0	0
3540	212	535.8	310	ffffff	1	6	0	341		0	0
3558	213	536.3	310	ffffff	1	7	0	340		0	0
3574	214	536.7	310	ffffff	1	7	0	338		0	0
3590	215	537.2	310	ffffff	1	7	0	335		0	0
3606	216	537.6	310	ffffff	1	7	0	333		0	0
3623	217	537.9	310	ffffff	1	7	0	331		0	0
3641	218	538.2	310	ffffff	1	7	0	330		0	0
3656	219	538.5	310	ffffff	1	7	0	327		0	0
3673	220	538.7	310	ffffff	1	7	0	326		0	0
3690	221	539	310	ffffff	1	7	0	323		0	0
3706	222	539.2	310	ffffff	1	7	0	321		0	0
3724	223	539.4	310	ffffff	1	7	0	320		0	0
3740	224	539.5	310	ffffff	1	7	0	317		0	0
3757	225	539.7	310	ffffff	1	7	0	316		0	0
3773	226	539.8	310	ffffff	1	7	0	314		0	0
3790	227	539.9	310	ffffff	1	7	0	312		0	0
3807	228	540	310	ffffff	1	7	0	310		0	0
3823	229	540.1	310	ffffff	1	7	0	308		0	0
3839	230	540.2	310	ffffff	1	7	0	307		0	0
3858	231	540.3	310	ffffff	1	7	0	305		0	0
3873	232	540.4	310	ffffff	1	7	0	303		0	0
3890	233	540.4	310	ffffff	1	7	0	302		0	0
3906	234	540.5	310	ffffff	1	7	0	300		0	0
3923	235	540.5	310	ffffff	1	7	0	299		0	0
3939	236	540.6	310	ffffff	1	7	0	297		0	0
3956	237	540.6	310	ffffff	1	7	0	295		0	0
3973	238	540.7	310	ffffff	1	7	0	294		0	0
3989	239	540.7	310	ffffff	1	7	0	292		0	0
4006	240	540.7	310	ffffff	1	7	0	290		0	0
4023	241	540.8	310	ffffff	1	8	0	289		0	0
4040	242	540.8	310	ffffff	1	8	0	287		0	0
4056	243	540.8	310	ffffff	1	8	0	286		0	0
4073	244	540.1	311.8	ffffff	1	8	0	283		0	0
4090	245	539.4	313.4	ffffff	1	8	0	280		0	0
4107	246	538.8	314.9	ffffff	1	8	0	276		0	0
4123	247	538.3	316.2	ffffff	1	8	0	273		0	0
4139	248	537.8	317.4	ffffff	1	8	0	270		0	0
4157	249	537.4	318.4	ffffff	1	8	0	267		0	0
4173	250	537	319.4	ffffff	1	8	0	263		0	0
4190	251	536.7	320.3	ffffff	1	8	0	261		0	0
4206	252	536.3	321	ffffff	1	8	0	258		0	0
4223	253	536.1	321.7	ffffff	1	8	0	255		0	0
4239	254	535.8	322.4	ffffff	1	8	0	252		0	0
4256	255	535.6	322.9	ffffff	1	8	0	249		0	0
4273	256	535.4	323.5	ffffff	1	8	0	246		0	0
4290	257	535.2	323.9	ffffff	1	8	0	242		0	0
4306	258	535	324.3	ffffff	1	8	0	239		0	0
4323	259	534.9	324.7	ffffff	1	8	0	237		0	0
4340	260	534.7	325	ffffff	1	8	0	234		0	0
4357	261	534.6	325.3	ffffff	1	8	0	230		0	0
4373	262	534.5	325.6	ffffff	1	8	0	228		0	0
4390	263	534.4	325.8	ffffff	1	8	0	224		0	0
4406	264	534.3	326.1	ffffff	1	8	0	222		0	0
4423	265	534.2	326.3	ffffff	1	8	0	218		0	0
4439	266	534.2	326.4	ffffff	1	8	0	216		0	0
4456	267	534.1	326.6	ffffff	1	8	0	213		0	0
4473	268	534.1	326.7	ffffff	1	8	0	210		0	0
4491	269	534	326.9	ffffff	1	9	0	207		0	0
4507	270	533.9	327	ffffff	1	9	0	204		0	0
4526	271	533.9	327.1	ffffff	1	9	0	201		0	0
4542	272	533.9	327.2	ffffff	1	9	0	199		0	0
4559	273	533.8	327.3	ffffff	1	9	0	195		0	0
4574	274	533.8	327.3	ffffff	1	9	0	193		0	0
4591	275	533.8	327.4	ffffff	1	9	0	190		0	0
4607	276	533.8	327.5	ffffff	1	9	0	187		0	0
4627	277	533.7	327.5	ffffff	1	9	0	185	88	0	0
4644	278	533.7	327.6	ffffff	1	9	0	182	88	0	0
4657	279	534.4	325.9	ffffff	1	9	0	181	88	0	0
4674	280	535.1	324.3	ffffff	1	9	0	180	88	0	0
4690	281	535.6	322.9	ffffff	1	9	0	179	88	0	0
4708	282	536.2	321.6	ffffff	1	9	0	178	88	0	0
4725	283	536.7	320.5	ffffff	1	9	0	179	88	0	0
4741	284	537.1	319.4	ffffff	1	9	0	178	89	0	0
4757	285	537.5	318.5	ffffff	1	9	0	177	89	0	0
4773	286	537.8	317.6	ffffff	1	9	0	177	89	0	0
4791	287	538.2	316.9	ffffff	1	9	0	176	89	0	0
4807	288	538.4	316.2	ffffff	1	9	0	176	89	0	0
4824	289	538.7	315.6	ffffff	1	9	0	176	89	0	0
4841	290	538.9	315	ffffff	1	9	0	175	89	0	0
4857	291	539.1	314.5	ffffff	1	9	0	175	89	0	0
4874	292	539.3	314.1	ffffff	1	9	0	175	89	0	0
4890	293	539.5	313.7	ffffff	1	9	0	175	89	0	0
4908	294	539.6	313.3	ffffff	1	9	0	175	89	0	0
4923	295	539.8	313	ffffff	1	9	0	175	89	0	0
4941	296	539.9	312.7	ffffff	1	9	0	175	89	0	0
4958	297	537.5	312.4	ffffff	1	9	1	174	89	0	0
4975	298	535.3	312.1	ffffff	1	9	1	174	89	0	0
4991	299	533.3	311.9	ffffff	1	9	1	174	89	0	0
5007	300	531.5	311.7	ffffff	1	9	1	173	89	0	0
5024	301	529.9	311.6	ffffff	1	9	1	172	90	0	0
5041	302	528.5	311.4	ffffff	1	9	1	171	90	0	0
5058	303	527.2	311.3	ffffff	1	9	1	170	90	0	0
5075	304	526	311.1	ffffff	1	9	1	170	90	0	0
5091	305	525	311	ffffff	1	9	1	170	90	0	0
5106	306	524.1	310.9	ffffff	1	9	1	168	90	0	0
5125	307	523.2	310.8	ffffff	1	9	1	168	90	0	0
5141	308	522.4	310.8	ffffff	1	9	1	168	90	0	0
5158	309	521.7	310.7	ffffff	1	9	1	167	90	0	0
5174	310	521.1	310.6	ffffff	1	9	1	166	90	0	0
5191	311	520.5	310.5	ffffff	1	9	1	166	90	0	0
5207	312	520	310.5	ffffff	1	9	1	165	90	0	0
5223	313	519.6	310.4	ffffff	1	9	1	164	90	0	0
5241	314	519.2	310.4	ffffff	1	9	1	164	90	0	0
5257	315	518.8	310.4	ffffff	1	9	1	163	90	0	0
5273	316	518.5	310.3	ffffff	1	9	1	162	90	0	0
5290	317	518.2	310.3	ffffff	1	9	1	162	90	0	0
5307	318	517.9	310.3	ffffff	1	9	1	163	90	0	0
5323	319	517.7	310.2	ffffff	1	9	1	165	90	0	0
5341	320	517.4	310.2	ffffff	1	9	1	166	90	0	0
5358	321	517.3	310.2	ffffff	1	9	1	166	90	0	0
5373	322	517.1	310.2	ffffff	1	9	1	167	90	0	0
5391	323	516.9	310.2	ffffff	1	9	1	168	90	0	0
5407	324	516.8	310.1	ffffff	1	9	1	168	90	0	0
5423	325	516.7	310.1	ffffff	1	9	1	169	90	0	0
5441	326	516.5	310.1	ffffff	1	9	1	169	90	0	0
5457	327	516.4	310.1	ffffff	1	10	1	169	90	0	0
5474	328	516.3	310.1	ffffff	1	10	1	169	90	0	0
5490	329	516.3	310.1	ffffff	1	10	1	170	90	0	0
5507	330	516.2	310.1	ffffff	1	10	1	170	90	0	0
5523	331	516.1	310.1	ffffff	1	10	1	170	90	0	0
5540	332	516.1	310.1	ffffff	1	10	1	170	90	0	0
5559	333	516	310.1	ffffff	1	10	1	170	90	0	0
5575	334	507.2	306.5	ffffff	1	10	1	170	90	6	0
5593	335	521.4	317	ffffff	1	10	1	169	90	6	0
5607	336	510.8	316.6	ffffff	1	10	1	170	90	6	0
5624	337	508.4	307.7	ffffff	1	10	1	169	90	6	0
5643	338	510.1	314.5	ffffff	1	10	1	169	90	6	0
5658	339	522.4	310	ffffff	1	10	1	168	90	6	0
5674	340	510	308	ffffff	1	9	2	293	90	6	0
5694	341	520.3	313.1	ffffff	1	9	2	292	90	6	0
5707	342	520.2	312.2	ffffff	1	9	2	291	90	6	0
5724	343	520	311.1	ffffff	1	9	2	291	90	6	0
5740	344	518.9	307.8	ffffff	1	9	2	290	90	6	0
5757	345	518.3	312	ffffff	1	9	2	289	90	6	0
5774	346	518.3	309.2	ffffff	1	9	2	289	90	6	0
5791	347	515.7	312.2	ffffff	1	9	2	288	90	6	0
5807	348	514.1	309.3	ffffff	1	9	2	288	90	6	0
5823	349	516.5	309.4	ffffff	1	9	2	286	90	6	0
5840	350	515.1	310.3	ffffff	1	9	2	286	90	6	0
5857	351	515.6	310	ffffff	1	9	2	285	90	6	0
5875	352	515.6	310	ffffff	1	9	2	285	90	6	0
5890	353	515.6	310	ffffff	1	9	2	285	90	6	0
5908	354	515.6	310	ffffff	1	9	2	283	90	6	0
5925	355	515.5	310	ffffff	1	10	2	282	90	6	0
5941	356	515.5	310	ffffff	1	10	2	282	90	6	0
5958	357	515.5	310	ffffff	1	10	2	281	90	6	0
5974	358	515.5	310	ffffff	1	10	2	281	90	6	0
5991	359	515.5	310	ffffff	1	10	2	280	90	6	0
6009	360	515.5	310	ffffff	1	10	2	280	90	6	0
6025	361	515.5	310	ffffff	1	9	3	279	90	6	0
6040	362	515.5	310	ffffff	1	9	3	278	90	6	0
6058	363	515.5	310	ffffff	1	9	3	277	90	6	0
6074	364	515.5	310	ffffff	1	9	3	277	90	6	0
6090	365	515.5	310	ffffff	1	9	3	276	90	6	0
6107	366	515.5	310	ffffff	1	9	3	275	90	6	0
6124	367	515.5	310	ffffff	1	9	3	275	90	6	0
6141	368	515.5	310	ffffff	1	9	3	274	90	6	0
6157	369	515.5	310	ffffff	1	9	3	274	90	6	0
6174	370	515.5	310	ffffff	1	9	3	275	90	6	0
6192	371	515.5	310	ffffff	1	9	3	276	90	6	0
6208	372	515.5	310	ffffff	1	9	3	277	90	6	0
6225	373	515.5	310	ffffff	1	9	3	278	90	6	0
6240	374	515.5	310	ffffff	1	9	3	279	90	6	0
6256	375	515.5	310	ffffff	1	9	3	280	90	6	0
6274	376	515.5	310	ffffff	1	9	3	280	90	6	0
6292	377	515.5	310	ffffff	1	9	3	281	90	6	0
6307	378	515.5	310	ffffff	1	9	3	281	90	6	0
6323	379	515.5	310	ffffff	1	9	3	281	90	6	0
6340	380	515.5	310	ffffff	1	9	3	281	90	6	0
6358	381	515.5	310	ffffff	1	9	3	282	90	6	0
6374	382	515.5	310	ffffff	1	9	3	282	90	6	0
6390	383	515.5	310	ffffff	1	10	3	282	90	6	0
6407	384	515.5	310	ffffff	1	10	3	282	90	6	0
6424	385	515.5	310	ffffff	1	10	3	282	90	6	0
6440	386	515.5	310	ffffff	1	10	3	281	90	6	0
6458	387	515.5	310	ffffff	1	10	3	281	90	6	0
6473	388	515.5	310	ffffff	1	10	3	281	90	6	0
6490	389	515.5	312.6	ffffff	1	10	3	279	90	6	0
6507	390	515.5	314.9	ffffff	1	10	3	276	90	6	0
6524	391	515.5	317	ffffff	1	10	3	274	90	6	0
6540	392	515.5	318.8	ffffff	1	10	3	271	90	6	0
6558	393	515.5	320.5	ffffff	1	9	4	325	90	6	0
6575	394	513.8	321.2	ffffff	1	9	3	327	90	6	0
6591	395	512.1	321.9	ffffff	1	9	3	329	90	6	0
6607	396	510.6	322.5	ffffff	1	9	3	330	90	6	0
6624	397	509.3	323.1	ffffff	1	9	3	332	90	6	0
6641	398	508.2	323.6	ffffff	1	9	3	334	90	6	0
6657	399	511.5	322.2	ffffff	1	9	3	333	89	6	0
6674	400	514.4	321	ffffff	1	9	3	331	89	6	0
6691	401	517.1	319.9	ffffff	1	9	3	330	89	6	0
6707	402	516.9	318.9	ffffff	1	9	3	329	89	6	0
6724	403	516.8	318	ffffff	1	9	3	328	89	6	0
6740	404	516.6	317.2	ffffff	1	9	3	327	89	6	0
6757	405	516.5	316.5	ffffff	1	9	3	326	89	6	0
6774	406	516.4	315.8	ffffff	1	9	3	326	89	6	0
6792	407	516.3	315.2	ffffff	1	9	3	325	89	6	0
6808	408	516.2	314.7	ffffff	1	9	3	324	89	6	0
6824	409	516.2	314.2	ffffff	1	9	3	324	89	6	0
6842	410	516.1	313.8	ffffff	1	9	3	324	89	6	0
6857	411	516	313.4	ffffff	1	10	3	323	89	5	0
6874	412	516	313.1	ffffff	1	10	3	322	89	4	0
6891	413	515.9	312.8	ffffff	1	10	3	321	89	4	0
6907	414	515.9	312.5	ffffff	1	10	3	321	89	4	0
6923	415	515.9	312.3	ffffff	1	10	3	320	89	4	0
6940	416	515.8	312	ffffff	1	10	3	320	89	4	0
6957	417	515.8	311.8	ffffff	1	10	3	318	89	3	0
6975	418	515.8	311.6	ffffff	1	10	3	318	89	2	0
6990	419	515.7	311.5	ffffff	1	10	3	319	89	2	0
7007	420	515.7	311.3	ffffff	1	10	3	321	89	2	0
7024	421	515.7	311.2	ffffff	1	10	3	322	89	2	0
7040	422	515.7	311.1	ffffff	1	10	3	323	89	2	0
7057	423	515.7	311	ffffff	1	10	3	323	89	2	0
7074	424	515.6	310.9	ffffff	1	10	3	324	89	2	0
7090	425	515.6	310.8	ffffff	1	10	3	324	89	2	0
7107	426	515.6	310.7	ffffff	1	10	3	325	89	2	0
7123	427	515.6	310.6	ffffff	1	10	3	326	89	2	0
7140	428	515.6	310.6	ffffff	1	10	3	325	89	2	0
7157	429	515.6	310.5	ffffff	1	10	3	325	89	2	0
7173	430	515.6	310.5	ffffff	1	10	3	325	89	2	0
7190	431	515.6	310.4	ffffff	1	10	3	326	89	2	0
7206	432	515.6	310.4	ffffff	1	10	3	325	89	2	0
7223	433	515.6	310.3	ffffff	1	10	3	325	89	2	0
7240	434	515.5	310.3	ffffff	1	10	3	324	89	2	0
7257	435	515.5	310.3	ffffff	1	10	3	322	89	2	0
7274	436	515.5	310.2	ffffff	1	10	3	322	89	2	0
7290	437	515.5	310.2	ffffff	1	10	3	321	89	2	0
7307	438	515.5	310.2	ffffff	1	10	3	321	89	2	0
7323	439	515.5	310.2	ffffff	1	11	3	320	89	2	0
7340	440	515.5	310.2	ffffff	1	11	3	320	89	2	0
7357	441	515.5	310.1	ffffff	1	11	3	319	89	2	0
7375	442	515.5	310.1	ffffff	1	11	3	318	89	2	0
7391	443	515.5	310.1	ffffff	1	11	3	320	89	2	0
7409	444	515.5	310.1	ffffff	1	11	3	321	89	2	0
7424	445	515.5	310.1	ffffff	1	11	3	322	89	2	0
7441	446	515.5	310.1	ffffff	1	11	3	322	89	2	0
7457	447	515.5	310.1	ffffff	1	11	3	321	89	2	0
7475	448	515.5	310.1	ffffff	1	11	3	321	89	2	0
7490	449	515.5	310.1	ffffff	1	11	3	320	89	2	0
7507	450	515.5	310.1	ffffff	1	11	3	320	89	2	0
7524	451	515.5	310.1	ffffff	1	11	3	319	89	1	0
7540	452	515.5	310	ffffff	1	11	3	319	89	1	0
7557	453	515.5	310	ffffff	1	11	3	318	89	1	0
7574	454	515.5	310	ffffff	1	11	3	318	89	1	0
7592	455	515.5	310	ffffff	1	11	3	316	89	1	0
7607	456	515.5	310	ffffff	1	11	3	316	89	1	0
7625	457	515.5	310	ffffff	1	11	3	315	89	1	0
7641	458	515.5	310	ffffff	1	11	3	315	89	1	0
7657	459	515.5	310	ffffff	1	11	3	314	89	1	0
7674	460	515.5	310	ffffff	1	11	3	314	89	1	0
7690	461	515.5	310	ffffff	1	11	3	313	89	1	0
7708	462	515.5	310	ffffff	1	10	4	317	89	1	0
7724	463	515.5	310	ffffff	1	10	4	316	89	1	0
7740	464	515.5	310	ffffff	1	10	4	316	89	0	0
7758	465	515.5	310	ffffff	1	10	4	315	89	0	0
7774	466	515.5	310	ffffff	1	10	4	315	89	0	0
7791	467	515.5	310	ffffff	1	11	4	314	89	0	0
7808	468	515.5	310	ffffff	1	11	4	313	89	0	0
7823	469	515.5	310	ffffff	1	11	4	313	89	0	0
7840	470	515.5	310	ffffff	1	11	4	312	89	0	0
7856	471	515.5	310	ffffff	1	11	4	311	89	0	0
7875	472	515.5	310	ffffff	1	11	4	310	89	0	0
7891	473	515.5	310	ffffff	1	11	4	309	89	0	0
7907	474	515.5	310	ffffff	1	11	4	309	89	0	0
7923	475	515.5	310	ffffff	1	11	4	308	89	0	0
7941	476	515.5	310	ffffff	1	11	4	307	89	0	0
7956	477	515.5	310	ffffff	1	11	4	307	89	0	0
7974	478	515.5	310	ffffff	1	11	4	306	89	0	0
7990	479	515.5	310	ffffff	1	11	4	305	89	0	0
8007	480	515.5	310	ffffff	1	11	4	305	89	0	0
8023	481	515.5	310	ffffff	1	11	4	304	89	0	0
8042	482	515.5	310	ffffff	1	11	4	304	89	0	0
8057	483	515.5	310	ffffff	1	11	4	303	89	0	0
8074	484	515.5	310	ffffff	1	10	5	302	89	0	0
8091	485	515.5	310	ffffff	1	10	5	302	89	0	0
