# label: 12_levelup_confirmed
# screen: 1920x1080  logical: 1031.11x580
# sim: level=2 gauge=3/40 t=8.21 enemies=8 gems=8 paused=False
kind	path	visible	alpha	cx	cy	w	h	sprite	text	fontSize	color
world	World/UndeadWorldView/FireHearts/heart	1	0.12	-453.34	104.26	17.78	24.61	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.12	1241.39	1605.60	21.09	29.20	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.13	2349.69	179.38	22.08	30.57	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.13	2611.98	1145.45	19.25	26.65	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.14	1760.61	1041.91	20.89	28.92	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.14	417.76	13.88	20.45	28.31	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.17	-1010.36	-448.27	18.47	25.58	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.17	-338.12	-265.60	20.39	28.23	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.18	-902.91	1748.23	18.50	25.62	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.20	-698.41	-1302.03	21.24	29.41	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.55	-999.00	-435.15	17.55	24.30	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.56	-144.12	1701.03	17.87	24.75	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.56	1245.36	1640.45	19.18	26.56	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.57	1749.84	1053.43	19.62	27.16	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.58	-467.51	125.76	17.29	23.95	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.59	1769.01	-1035.32	18.05	24.99	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.60	-646.97	365.87	21.05	29.14	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.60	2350.38	198.53	20.76	28.74	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.61	-336.08	-240.24	21.08	29.19	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.61	-962.01	786.80	18.07	25.03	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.61	1353.55	-1585.13	19.07	26.41	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.62	-707.76	-1297.95	17.21	23.82	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.62	-905.41	1756.52	19.33	26.77	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.62	1240.32	-116.18	19.02	26.34	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.62	2604.21	1152.36	17.85	24.72	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.62	423.52	18.32	18.41	25.49	heart			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-1010.11	-393.42	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-146.11	1742.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-338.11	-201.42	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-458.11	158.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-650.11	398.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-698.11	-1257.42	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-914.11	1790.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-962.11	830.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1245.89	-81.42	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1245.89	1670.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1341.89	-1545.42	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1749.89	1094.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1773.89	-993.42	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	2349.89	230.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	2613.89	1190.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	429.89	62.58	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	18.17	74.59	32.00	32.00	gem_0_0			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	232.88	173.59	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	41.32	-23.35	32.00	32.00	gem_0_0			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	68.00	66.50	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	817.31	-234.22	32.00	32.00	gem_0_2			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	889.37	-171.96	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	894.76	-140.27	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	990.64	198.80	32.00	32.00	gem_0_2			FFFFFF
world	World/UndeadWorldView/Hero/hero	1	1.00	515.36	286.24	48.00	48.00	hero_0_3			FFFFFF
world	World/UndeadWorldView/Projectiles/projectile1	1	1.00	2009.85	220.52	44.23	21.63	projectile1_0_2			FFFFFF
world	World/UndeadWorldView/Projectiles/projectile1	1	1.00	351.95	214.32	47.27	35.62	projectile1_0_2			FFFFFF
world	World/UndeadWorldView/Quest/bubble	1	1.00	-1094.11	1346.33	175.00	52.50	bubble			FFFFFF
world	World/UndeadWorldView/Quest/warrior_lay	1	1.00	-1094.11	1396.58	48.00	48.00	warrior_lay_0_1			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-158.11	-559.99	119.26	125.88	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-182.11	1814.78	119.97	129.19	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-302.11	854.90	119.90	128.86	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-470.11	-680.76	119.70	127.96	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1233.89	-440.11	119.33	126.20	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1737.89	-681.11	119.91	128.89	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2097.89	2224.54	118.94	124.42	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2145.89	1023.65	119.46	126.85	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2313.89	1791.58	119.50	127.02	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2601.89	1698.29	117.93	119.70	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2745.89	-127.45	118.94	124.40	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	417.89	1265.16	118.58	122.76	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	417.89	2127.34	119.64	127.67	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	465.89	-727.35	118.88	124.12	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	705.89	-31.15	118.80	123.60	graveyard_evil_tree_inactive			FFFFFF
