# label: 02_battle_3s
# screen: 1920x1080  logical: 1031.11x580
# sim: level=1 gauge=0/15 t=3.52 enemies=10 gems=2 paused=False
kind	path	visible	alpha	cx	cy	w	h	sprite	text	fontSize	color
world	World/UndeadWorldView/FireHearts/heart	1	0.05	-444.46	513.51	21.86	30.27	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.06	1761.39	1452.16	20.47	28.35	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.07	-1725.92	-1633.67	18.03	24.96	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.07	-956.83	1190.17	19.23	26.62	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.07	1357.46	-1191.87	19.28	26.70	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.08	434.36	426.99	19.97	27.64	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.09	-1609.24	-740.98	20.70	28.66	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.13	-139.41	2092.06	19.38	26.83	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.14	-645.47	754.94	19.05	26.38	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.15	1260.44	267.36	20.14	27.88	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.16	1212.52	-1622.81	18.47	25.58	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.18	-1642.61	1597.51	21.31	29.51	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.22	1769.78	-644.55	21.08	29.19	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.59	-1002.45	-20.47	20.46	28.33	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.59	1779.88	-617.25	18.52	25.64	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.60	-139.62	2104.33	18.42	25.50	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.60	-951.28	1195.94	18.94	26.23	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.61	-1731.19	-1609.71	19.38	26.84	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.63	-330.59	172.31	19.22	26.62	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.63	-651.70	771.07	20.54	28.44	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.63	-695.56	-887.57	17.00	23.54	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.63	1242.33	288.89	20.25	28.03	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.63	1337.77	-1183.42	18.55	25.69	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.63	1751.53	1469.85	19.41	26.87	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.63	438.97	436.39	17.05	23.61	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.64	-1598.86	-722.60	20.02	27.72	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.64	-43.38	-1630.44	20.77	28.76	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.64	-461.71	526.03	18.68	25.86	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.64	1243.36	2033.84	17.96	24.87	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.65	-1650.27	1615.11	19.73	27.32	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.65	1203.12	-1606.77	18.07	25.02	heart			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-1005.19	14.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-141.19	2150.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-1605.19	-681.71	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-1653.19	1646.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-1725.19	-1569.71	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-333.19	206.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-45.19	-1593.71	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-453.19	566.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-645.19	806.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-693.19	-849.71	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-957.19	1238.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1202.81	-1569.71	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1250.81	2078.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1250.81	326.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1346.81	-1137.71	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1754.81	1502.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1778.81	-585.71	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	434.81	470.29	60.00	60.00	fire_0_0			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	894.29	235.75	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	899.67	264.00	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Hero/hero	1	1.00	541.43	281.97	48.00	48.00	hero_1_2			FFFFFF
world	World/UndeadWorldView/Projectiles/projectile1	1	1.00	650.47	492.11	42.53	45.40	projectile1_0_4			FFFFFF
world	World/UndeadWorldView/Projectiles/projectile1	1	1.00	939.84	224.72	45.65	25.64	projectile1_0_8			FFFFFF
world	World/UndeadWorldView/Quest/bubble	1	1.00	-1089.19	1754.04	175.00	52.50	bubble			FFFFFF
world	World/UndeadWorldView/Quest/warrior_lay	1	1.00	-1089.19	1804.29	48.00	48.00	warrior_lay_0_0			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-153.19	-152.54	119.40	126.57	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-297.19	1262.66	119.87	128.71	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-465.19	-273.22	119.80	128.41	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1166.81	-1617.24	119.81	128.46	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1238.81	-32.14	119.17	125.48	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1742.81	-273.48	119.95	129.09	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2150.81	-1808.66	119.47	126.88	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2150.81	1431.48	119.39	126.51	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	422.81	-1783.70	118.92	124.30	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	422.81	1673.00	118.51	122.40	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	470.81	-319.36	118.72	123.37	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	710.81	376.55	118.77	123.63	graveyard_evil_tree			FFFFFF
