# label: 10_levelup_open
# screen: 1920x1080  logical: 1031.11x580
# sim: level=2 gauge=0/40 t=7.50 enemies=7 gems=8 paused=True
kind	path	visible	alpha	cx	cy	w	h	sprite	text	fontSize	color
world	World/UndeadWorldView/FireHearts/heart	1	0.20	-1025.78	-426.72	21.62	29.93	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.20	1722.45	1064.38	19.11	26.45	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.21	2326.34	196.43	19.73	27.32	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.22	2598.34	1161.85	21.97	30.42	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.24	1230.93	-101.47	19.35	26.79	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.30	-710.60	-1278.70	21.56	29.86	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.32	-473.28	130.19	18.49	25.61	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.32	-975.53	802.16	18.45	25.55	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.32	1317.52	-1567.79	17.50	24.23	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.32	1747.26	-1023.51	18.95	26.24	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.72	1228.07	-94.30	20.55	28.45	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.72	1755.43	-1002.36	18.42	25.50	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.73	-167.10	1734.61	20.25	28.04	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.73	-471.05	142.36	16.75	23.19	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.73	-669.45	387.19	18.99	26.29	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.73	-984.78	821.51	17.45	24.17	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.73	1226.58	1649.22	19.87	27.52	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.73	1320.80	-1562.83	17.69	24.49	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.73	2595.88	1179.16	18.15	25.14	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.74	-1026.84	-411.01	17.48	24.20	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.74	-354.69	-222.40	19.30	26.72	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.74	-714.86	-1265.66	20.16	27.91	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.74	-923.40	1779.64	17.52	24.26	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.74	1740.45	1076.61	19.71	27.29	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.74	2333.18	219.25	20.82	28.83	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.74	405.74	46.69	19.29	26.72	heart			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-1026.67	-373.38	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-162.67	1762.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-354.67	-181.38	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-474.67	178.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-666.67	418.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-714.67	-1237.38	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-930.67	1810.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-978.67	850.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1229.33	-61.38	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1229.33	1690.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1325.33	-1525.38	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1733.33	1114.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1757.33	-973.38	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	2333.33	250.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	2597.33	1210.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	413.33	82.62	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	1.60	94.64	32.00	32.00	gem_0_3			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	24.75	-3.31	32.00	32.00	gem_0_0			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	434.81	299.98	32.00	32.00	gem_0_2			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	51.44	86.55	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	800.74	-214.17	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	872.80	-151.91	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	878.19	-120.23	32.00	32.00	gem_0_0			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	974.07	218.85	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Hero/hero	1	1.00	498.79	306.28	48.00	48.00	hero_1_4			FFFFFF
world	World/UndeadWorldView/Meteors/meteor	1	1.00	-411.19	10.62	144.00	96.00	meteor_0_3			FFFFFF
world	World/UndeadWorldView/Projectiles/projectile1	1	1.00	1470.99	210.71	44.22	21.63	projectile1_0_3			FFFFFF
world	World/UndeadWorldView/Projectiles/projectile1	1	1.00	447.66	275.53	47.26	34.38	projectile1_0_1			FFFFFF
world	World/UndeadWorldView/Quest/bubble	1	1.00	-1110.67	1366.37	175.00	52.50	bubble			FFFFFF
world	World/UndeadWorldView/Quest/warrior_lay	1	1.00	-1110.67	1416.62	48.00	48.00	warrior_lay_0_0			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-174.67	-537.79	118.00	120.05	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-198.67	1838.14	118.04	120.23	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-318.67	878.42	117.87	119.46	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-486.67	-657.50	117.83	119.26	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1217.33	-419.78	119.16	125.43	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1721.33	-657.59	117.88	119.49	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2081.33	2245.84	118.21	121.03	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2129.33	1046.39	117.90	119.56	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2297.33	1814.41	117.88	119.49	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2585.33	1714.87	119.94	129.06	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2729.33	-106.16	118.22	121.05	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	401.33	1285.31	118.52	122.48	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	401.33	2148.87	118.78	123.66	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	449.33	-708.49	119.57	127.32	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	689.33	-11.11	118.80	123.60	graveyard_evil_tree_inactive			FFFFFF
