# label: 00_ready
# screen: 1920x1080  logical: 1031.11x580
# sim: level=1 gauge=0/15 t=0.00 enemies=0 gems=0 paused=True
kind	path	visible	alpha	cx	cy	w	h	sprite	text	fontSize	color
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1451.56	-1156.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1859.56	1484.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1883.56	-604.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	539.56	452.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	59.56	-1612.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Hero/hero	1	1.00	515.56	286.00	48.00	48.00	hero_0_0			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-192.44	1244.28	119.92	128.98	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-360.44	-291.64	119.88	128.76	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-48.44	-171.06	119.54	127.19	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1271.56	-1635.66	119.89	128.80	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1343.56	-50.16	119.01	124.75	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1847.56	-291.80	119.97	129.18	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2255.56	-1826.70	119.33	126.23	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2255.56	1412.96	119.53	127.14	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	527.56	-1801.72	118.76	123.55	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	527.56	1654.45	118.66	123.11	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	575.56	-337.38	118.56	122.65	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	815.56	357.98	118.93	124.37	graveyard_evil_tree			FFFFFF
