# label: 01_started
# screen: 1920x1080  logical: 1031.11x580
# sim: level=1 gauge=0/15 t=0.52 enemies=6 gems=0 paused=False
kind	path	visible	alpha	cx	cy	w	h	sprite	text	fontSize	color
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-588.44	-868.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-852.44	1220.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-900.44	-4.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1307.56	-1588.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1355.56	2060.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1355.56	308.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1451.56	-1156.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1859.56	1484.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1883.56	-604.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	539.56	452.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	59.56	-1612.00	60.00	60.00	fire_0_2			FFFFFF
world	World/UndeadWorldView/Hero/hero	1	1.00	515.56	286.00	48.00	48.00	hero_0_1			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-192.44	1247.87	117.83	119.26	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-360.44	-288.13	117.83	119.26	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-48.44	-168.41	118.00	120.02	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1271.56	-1632.12	117.83	119.25	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1343.56	-50.42	119.17	125.47	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1847.56	-288.22	117.88	119.50	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2255.56	-1825.86	118.84	123.95	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2255.56	1415.58	118.00	120.06	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	527.56	-1802.84	119.41	126.58	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	527.56	1654.29	118.75	123.54	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	575.56	-339.12	119.58	127.36	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	815.56	358.74	118.49	122.32	graveyard_evil_tree			FFFFFF
