# label: 11_levelup_selected
# screen: 1920x1080  logical: 1031.11x580
# sim: level=2 gauge=0/40 t=7.50 enemies=7 gems=8 paused=True
kind	path	visible	alpha	cx	cy	w	h	sprite	text	fontSize	color
world	World/UndeadWorldView/FireHearts/heart	1	0.48	1755.10	-1010.02	18.87	26.12	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.49	1227.83	-100.25	21.03	29.12	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.50	-167.94	1728.39	20.71	28.68	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.51	1319.72	-1571.17	18.07	25.02	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.52	-669.79	379.39	19.39	26.85	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.52	-985.83	813.47	17.82	24.68	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.53	-470.63	136.41	17.10	23.67	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.53	1225.95	1641.41	20.28	28.08	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.53	1741.75	1071.79	20.11	27.84	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.53	2333.16	212.70	21.24	29.41	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.53	2595.71	1174.68	18.52	25.64	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.53	404.10	42.51	19.68	27.25	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.55	-1026.87	-416.68	17.81	24.66	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.55	-354.69	-230.07	19.66	27.23	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.55	-921.98	1775.93	17.85	24.72	heart			FFFFFF
world	World/UndeadWorldView/FireHearts/heart	1	0.56	-714.90	-1271.03	20.52	28.42	heart			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-1026.67	-373.38	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-162.67	1762.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-354.67	-181.38	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-474.67	178.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-666.67	418.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-714.67	-1237.38	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-930.67	1810.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	-978.67	850.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1229.33	-61.38	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1229.33	1690.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1325.33	-1525.38	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1733.33	1114.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	1757.33	-973.38	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	2333.33	250.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	2597.33	1210.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Fireplaces/fire	1	1.00	413.33	82.62	60.00	60.00	fire_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	1.60	94.64	32.00	32.00	gem_0_3			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	24.75	-3.31	32.00	32.00	gem_0_0			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	434.81	299.98	32.00	32.00	gem_0_2			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	51.44	86.55	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	800.74	-214.17	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	872.80	-151.91	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	878.19	-120.23	32.00	32.00	gem_0_0			FFFFFF
world	World/UndeadWorldView/Gems/gem	1	1.00	974.07	218.85	32.00	32.00	gem_0_1			FFFFFF
world	World/UndeadWorldView/Hero/hero	1	1.00	498.79	306.28	48.00	48.00	hero_1_4			FFFFFF
world	World/UndeadWorldView/Meteors/meteor	1	1.00	-411.19	10.62	144.00	96.00	meteor_0_3			FFFFFF
world	World/UndeadWorldView/Projectiles/projectile1	1	1.00	1470.99	210.71	44.22	21.63	projectile1_0_3			FFFFFF
world	World/UndeadWorldView/Projectiles/projectile1	1	1.00	447.66	275.53	47.26	34.38	projectile1_0_1			FFFFFF
world	World/UndeadWorldView/Quest/bubble	1	1.00	-1110.67	1366.37	175.00	52.50	bubble			FFFFFF
world	World/UndeadWorldView/Quest/warrior_lay	1	1.00	-1110.67	1416.62	48.00	48.00	warrior_lay_0_1			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-174.67	-537.79	118.00	120.05	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-198.67	1838.14	118.04	120.23	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-318.67	878.42	117.87	119.46	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	-486.67	-657.50	117.83	119.26	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1217.33	-419.78	119.16	125.43	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	1721.33	-657.59	117.88	119.49	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2081.33	2245.84	118.21	121.03	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2129.33	1046.39	117.90	119.56	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2297.33	1814.41	117.88	119.49	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2585.33	1714.87	119.94	129.06	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	2729.33	-106.16	118.22	121.05	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	401.33	1285.31	118.52	122.48	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	401.33	2148.87	118.78	123.66	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	449.33	-708.49	119.57	127.32	graveyard_evil_tree			FFFFFF
world	World/UndeadWorldView/Trees/graveyard_evil_tree	1	1.00	689.33	-11.11	118.80	123.60	graveyard_evil_tree_inactive			FFFFFF
